product_name,price,manufacture_date,entry_date,expiry_date,stock,type,imgList,species,weight,nutrition_description
"GREENABC Hamster Food - Supplementing Protein - Calcium - Lipid to help Hamsters eat well, reduce stress, make them smooth, increase resistance - Boxes of 10g and 480g",53393,2023-04-06,2024-12-27,2028-06-30,112,food,['https://salt.tikicdn.com/ts/product/1d/ad/18/1064bd3d375112ba293f331327f6ea1c.jpg'],bird,2.0,"  bộ 10 bịt sản phẩm kết thúc các dấu hiệu hen, khẹc khò kết hợp ho chăn nuôi giúp vật nuôi tăng sức đề kháng, ngăn ngừa bệnh giúp ít cho bà con chăn nuôi  ..."
1kg bag - Catsrang cat food made in Korea and delicious,122438,2022-06-25,2025-11-23,2027-04-03,87,food,"['https://salt.tikicdn.com/ts/product/0f/24/7e/713db08f20aa6a22de7fdcfd4788eb3e.jpg', 'https://salt.tikicdn.com/ts/product/3b/88/7b/243bf6500e749bde1a31596ba8e22652.jpg', 'https://salt.tikicdn.com/ts/product/8c/db/c2/887d824b30d0b9364652ce6ece0f8973.jpg']",dog,1.5,"Đồ Ăn Cho Mèo Vị Cá Biển Whiskas Dạng Bao (7kg)  được lựa chọn từ những thành phần thịt, cá tươi để chế biến, sảm phẩm giàu protein, các vitamin và khoáng chất thiết yếu đồng thời không có chất bảo q..."
Pedigree Beef and Vegetable Flavor Dog Treats 500g Bag,90765,2022-06-25,2024-12-16,2026-03-05,170,food,"['https://salt.tikicdn.com/ts/product/6f/73/7e/cc4d3b8809bf7f2114ba17182b536667.png', 'https://salt.tikicdn.com/ts/product/96/09/ba/e17d9cd3dd76811a44e20ec1348ed033.jpg', 'https://salt.tikicdn.com/ts/product/17/28/55/86a51c5006d0401137a75cdbbc283ed5.jpg']",bird,10.0,Hạt Bo Bo Trắng Viettin Mart 500GTHÔNG TIN SẢN PHẨMTên sản phẩm: 500g Hạt bo bo trắng - Viettin martThành Phần:hạt bo boThương hiệu: ViettinMartKhối lượng tịnh / Thể tích thực: 500gQuy cách đóng...
Whiskas Big Cat Food Sea Fish Flavor 480g Bag,-45922,2023-11-22,2025-03-26,2028-05-29,185,food,"['https://salt.tikicdn.com/ts/product/d3/de/5e/a03defed0f7244df7db5360bd211a83f.png', 'https://salt.tikicdn.com/ts/product/60/b4/31/91c617edccc99dd79b4b631073998352.jpg', 'https://salt.tikicdn.com/ts/product/b8/40/c0/8d6c06845164189b7d83265ff5d3e10e.jpg']",cate,10.0,"Thức Ăn Cho Mèo Royal Canin Indoor 27 (1kg Chia) được chế biến có hương vị thơm ngon, mang lại nguồn dinh dưỡng và khoáng chất dồi dào cần thiết cho thú cưng.Hàm lượng dinh dưỡng cân đối giúp thú cư..."
Temptations Chicken Flavor Cat Treats 75g/bag,272163,2023-06-07,2024-10-11,2028-01-10,68,food,"['https://salt.tikicdn.com/ts/product/95/b9/29/3fb92ea3f7959298f458ea832fb87168.jpg', 'https://salt.tikicdn.com/ts/product/8c/96/76/166ea6cff51d1601b26abaeb525ee2c5.jpg', 'https://salt.tikicdn.com/ts/product/80/7c/84/98b9fc29b0e8100db85016fd50ffa950.jpg']",bird,7.0,"Tăng Cường Phát Triển Não Bộ: Thức ăn cho chó con PEDIGREE chứa các chất dinh dưỡng quan trọng như DHA, chất xơ và canxi giúp phát triển tối ưu trí não cho chó con● Thúc Đẩy Tiêu Hoá Khoẻ Mạnh: Thức ..."
Red millet seeds are rich in nutrients and can be used as food for birds and parrots,13867,2022-06-19,2024-01-19,2027-09-20,97,food,"['https://salt.tikicdn.com/ts/product/d3/de/5e/a03defed0f7244df7db5360bd211a83f.png', 'https://salt.tikicdn.com/ts/product/60/b4/31/91c617edccc99dd79b4b631073998352.jpg', 'https://salt.tikicdn.com/ts/product/b8/40/c0/8d6c06845164189b7d83265ff5d3e10e.jpg']",cate,8.0,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
Pedigree dog food beef & vegetable flavor 3kg bag,-23261,2024-12-01,2025-04-03,2026-03-07,105,food,"['https://salt.tikicdn.com/ts/product/47/be/96/1ab804f0d78ed7d4e3e91916f8cac3fc.jpg', 'https://salt.tikicdn.com/ts/product/03/2d/e9/fc7c4958e27fc422dcc405ddadb5607a.jpg', 'https://salt.tikicdn.com/ts/product/be/35/c8/65f1beec04893ce6b683025f611d76f4.jpg']",rabbit,9.5,"ROYAL CANIN URINARY S/O HỖ TRỢ MÈO MẮC BỆNH SỎI THẬN ĐẶC TÍNH NỔI BẬTLàm tan sỏi trong nước tiểu hiệu quả, đồng thời ngăn ngừa sự phát triển của vi khuẩn thường là nguyên nhân của sỏi.Tạo môi trư..."
PEDIGREE Puppy Nutrition Pate 130g - YonaPetshop,134027,2023-11-22,2025-09-22,2028-01-28,118,food,"['https://salt.tikicdn.com/ts/product/53/db/07/0f7b0c553411df38708f53d5f4b82fa4.png', 'https://salt.tikicdn.com/ts/product/a9/49/95/37d41c371b045b07ee1d3d3b0052e366.jpg', 'https://salt.tikicdn.com/ts/product/c5/fd/18/0a3c71c7a4d3cd1be5a1afb318ae350a.jpg']",bird,2.5,Đồ Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Bao (10kg)  được chế biến từ các loại rau củ quả nhiều chất dinh dưỡng cùng với vị thịt bò thơm ngon sẽ đem lại sự thích thú cho chó cưng nhà...
"Dried meat, Synthetic Topping for dogs and cats, Supports weight gain diet for bosses",200241,2024-07-26,2024-06-03,2028-05-19,165,food,"['https://salt.tikicdn.com/ts/product/0f/24/7e/713db08f20aa6a22de7fdcfd4788eb3e.jpg', 'https://salt.tikicdn.com/ts/product/3b/88/7b/243bf6500e749bde1a31596ba8e22652.jpg', 'https://salt.tikicdn.com/ts/product/8c/db/c2/887d824b30d0b9364652ce6ece0f8973.jpg']",rabbit,2.0,"  bộ 10 bịt sản phẩm kết thúc các dấu hiệu hen, khẹc khò kết hợp ho chăn nuôi giúp vật nuôi tăng sức đề kháng, ngăn ngừa bệnh giúp ít cho bà con chăn nuôi  ..."
"Orgo Bone Chews Clean Teeth, Taste Good Mouth, Supplement Calcium for Dogs",86294,2022-05-26,2024-08-16,2026-05-12,80,food,"['https://salt.tikicdn.com/ts/product/6b/eb/ca/ddd3cd4de3dfa26dceb1cd258edd805c.png', 'https://salt.tikicdn.com/ts/product/79/4e/18/5b424662e50db2f837f6f03c0ef0bc4f.jpg', 'https://salt.tikicdn.com/ts/product/68/d1/c6/4d74778ce96dcceb1247c07ac9928481.jpg']",cate,4.5,Hình dáng hạtKết cấu hình tam giác thúc đẩy việc nhai của mèo để giúp làm giảm sự hình thành mảng bám trên răng.Hiệu quả của ROYAL CANIN Intense Hairball sẽ được chứng minh sau 14 ngày sử dụng thườ...
Pedigree dog food beef & vegetable flavor 3kg bag,56620,2023-12-15,2024-09-16,2026-02-04,110,food,['https://salt.tikicdn.com/ts/product/86/cf/57/ae0f461190cf6910494a4a92f8fb0777.png'],bird,0.5,Thức ăn cho chó trưởng thành vị thịt cừu và gạo Ganador Adult Lamb and RiceGANADOR ADULT LAMB & RICE 3kg(Dành cho chó trưởng thành từ 12 tháng trở lên)Mô tả sản phẩm:– Thức ăn Hỗn Hợp Ganador Thịt...
Whiskas Adult 1+ Years Cat Food Tuna Flavor 3kg/Bag,115966,2023-12-15,2025-07-30,2026-06-19,118,food,['https://salt.tikicdn.com/ts/product/21/1b/a5/2a73e618613e3c571ff26b822c3ce700.jpg'],rabbit,0.5,Hạt trộn cao cấp dành cho yến phụng...
Nutritional Gel to Smooth Skin and Reduce Itching for Dogs and Cats Virbac Megaderm Pack 4ml,38889,2024-02-11,2025-01-31,2026-03-17,139,food,['https://salt.tikicdn.com/ts/product/37/91/78/f200bf15bddb1927bcf9c40bd42def59.jpg'],rabbit,8.5,Bánh Xương Chăm Sóc Răng Dành Cho Chó Nhỏ Pedigree-56g là dòng sản phẩm quen thuộc của các chủ nhà Việt Nam khi chọn sử dụng như một phần của thói quen chăm sóc răng miệng hàng ngày cho chó. Sản phẩm ...
[1.4kg] VOM - Multifunctional therapeutic food grain for dogs.,221257,2022-03-08,2025-10-25,2028-06-22,158,food,"['https://salt.tikicdn.com/ts/product/72/a8/db/ad8819434c0f30b8262b2d4e8e6188d7.jpg', 'https://salt.tikicdn.com/ts/product/ff/3c/e9/6003adac8b808a41e9bce2774738e801.jpg']",bird,0.5,"Xương Gặm Orgo Sạch Răng, Thơm Miệng, Bổ Sung Canxi Cho Chó Thông tin sản phẩm: Xương gặm Orgo có 4 hương vị:- Xương thịt bò: Chứa các thành phần thịt bò tự nhiên bổ sung dinh dưỡng và năng lượng, ..."
Catsrang Korean cat food,364511,2023-04-19,2025-06-15,2027-06-28,133,food,"['https://salt.tikicdn.com/ts/product/dc/ee/c5/65f9e50edd72389f4f3ad6e6083695cb.png', 'https://salt.tikicdn.com/ts/product/67/85/f3/3e9d172383bc5b1b3ff86e4959520e02.jpg', 'https://salt.tikicdn.com/ts/product/e4/6c/b6/0c7f2aeab8662c4641ecd60dfe05d7d0.png']",rabbit,0.5,"THÔNG TIN SẢN PHẨMLà 1 sản phẩm được sản xuất từ các nguyên liệu an toàn, thơm ngon, là sản phẩm thích hợp nếu bạn muốn chó cưng nhà mình có một hàm răng sạch sẽ, sức khỏe dẻo dai, cũng như nếu bạn m..."
Red millet seeds are rich in nutrients and can be used as food for birds and parrots,103311,2024-05-11,2024-12-30,2027-10-17,177,food,"['https://salt.tikicdn.com/ts/product/a6/f2/ae/996cc0de7228de9510c90dd857193c76.jpg', 'https://salt.tikicdn.com/ts/product/8a/26/43/7dc07d94ff32435c6e9d48fb55903792.jpg']",bird,4.5,"Tăng Cường Phát Triển Não Bộ: Thức ăn cho chó con PEDIGREE chứa các chất dinh dưỡng quan trọng như DHA, chất xơ và canxi giúp phát triển tối ưu trí não cho chó con● Thúc Đẩy Tiêu Hoá Khoẻ Mạnh: Thức ..."
Me-O Adult Cat Food (1.2kg),-82372,2023-05-03,2025-10-30,2028-05-29,145,food,"['https://salt.tikicdn.com/ts/product/76/bd/41/ee6fc47bc5e07d579364ac40ebb48f9e.png', 'https://salt.tikicdn.com/ts/product/b4/7f/40/d2bd9a99e646ba3612d3f752a7f6cb80.jpg', 'https://salt.tikicdn.com/ts/product/a0/18/d2/f9add5d98c87b06d467a3b2cbaa9cb9e.jpg']",rabbit,0.5,"Hạt mèo Purina Pro Plan Mèo con & Mèo trưởng thành từ Gà Cá Hồi Kitten & Babycat Starter, Fussy BeautyPurina Pro Plan là thương hiệu thức ăn mèo cao cấp cung cấp dinh dưỡng chất lượng cao và h..."
COMBO OF 100 DELICIOUS BEEF SAUSAGES FOR DOGS AND CATS (15g x 100),551326,2023-08-12,2025-10-02,2028-01-28,46,food,['https://salt.tikicdn.com/ts/product/41/41/c4/5329d5786a6e35ae7439218fc0f4dc46.jpg'],dog,0.5,"Thức Ăn Cho Mèo Lớn Me-O Adult là sản phẩm dành cho thú cưng của bạn, chứa nhiều chất dinh dưỡng giúp cơ thể chuyển hóa nhanh chất dinh dưỡng đi nuôi cơ thể sẽ là một sản phẩm hữu ích toàn diện, ngoà..."
[Combo of 12 Packs] WHISKAS 1+ years Cat Food Tuna Flavor 80g/Pack,4986,2023-08-12,2024-07-27,2028-05-29,43,food,"['https://salt.tikicdn.com/ts/product/c2/d7/4e/2d9d50783367148bc73191e9167fecab.jpg', 'https://salt.tikicdn.com/ts/product/c4/27/50/f0ed5553dbf690287b4fadf7ee89aff2.jpg', 'https://salt.tikicdn.com/ts/product/a0/f3/25/35a8aada15575ca716a1bc8e1d0ac06d.jpg']",dog,1.5,"Đồ Ăn Chó Trưởng Thành SmartHeart Power Pack (3Kg) chứa đầy đủ dưỡng chất, giàu năng lượng cho các chú chó thường xuyên vận động.Giàu nguồn đạm chất lượng hỗ trợ phát triển hệ thống co bắp.L-Carnit..."
Royal Canin Urinary S/O Feline cat food 1.5kg,147059,2022-01-03,2025-09-26,2026-01-12,138,food,"['https://salt.tikicdn.com/ts/product/5b/29/88/a75c48e379840ddd906c0382029c8092.jpg', 'https://salt.tikicdn.com/ts/product/2b/34/18/e2275289c3a006cc7aa760039becfa05.jpg', 'https://salt.tikicdn.com/ts/product/c9/11/46/8db60b934bf9417aa217e4a8665233b4.jpg']",cate,5.0,"    Thức ăn cho mèo Bite Of Wild Cỏ Mèo, Gan Gà, Trứng Gà, Thịt Tươi Sấy Khô   LƯU Ý: Chúng mình sẽ đóng hàng rất cẩn thận, tuy nhiên vì độ giòn xốp cao nên sản phẩm trong lúc vận chuyển có thể sẽ..."
Pedigree Beef and Vegetable Flavor Dog Treats in Bags (10kg),96327,2024-01-30,2024-12-24,2027-09-11,130,food,['https://salt.tikicdn.com/ts/product/0a/ee/42/ed0527f8d06fbbcf8f4992cd63a029d3.png'],cate,2.5,"Giới thiệuCatsrang là nhãn hiệu thức ăn khô cho mèo đến từ Hàn Quốc, được chế biến từ các nguyên liệu đảm bảo cung cấp dinh dưỡng cho bé mèo của bạn.Thành phần chínhThịt gà xay nhỏ, cá xay nhỏ, gạo..."
Cowhide Calcium Bones for Dogs to Chew on Clean Teeth Helps Strengthen Teeth Dog Chews,19996,2022-04-05,2025-06-23,2026-12-07,113,food,"['https://salt.tikicdn.com/ts/product/60/77/4f/fce59b124689a9c14eed633b03435125.jpg', 'https://salt.tikicdn.com/ts/product/c3/3c/0c/0db354fe6d9863f4593aa5ec7cb77f4b.jpg', 'https://salt.tikicdn.com/ts/product/1d/b2/04/664b05ec5f9422be6aac64e9a60d820c.jpg']",dog,9.5,"  Tiệm Nuôi Mèo - Đại lý phân phối chính hãng hạt cho mèo Mr. Vet (Phân phối bởi Công ty Petour) tại TP. HCM   Hạt cho mèo ở từ 1 tháng tuổi, bao gồm mèo con, mèo trưởng thành và mèo mang thai.   ..."
Royal Canin Indoor Cat Food 27 (1kg Divided),83714,2023-08-12,2024-09-21,2027-11-01,18,food,['https://salt.tikicdn.com/ts/product/a7/5e/4c/4cf738202f7edc56c3d99ddd292c12a9.jpg'],dog,4.5,Đồ Ăn Cho Chó Trưởng Thành Classic Pets Hương Vị Thịt Bò Nướng (2kg)Đồ Ăn Cho Chó Trưởng Thành Classic Pets Hương Vị Thịt Bò Nướng (2kg) đem lại cho thú cưng của bạn những bữa ăn thơm ngon và đầy đủ ...
"Vemedim All Breed Adult (Cat) - Food for adult cats helps increase resistance, shiny coat, 100g/350g package",213008,2022-08-11,2025-01-19,2026-03-11,83,food,"['https://salt.tikicdn.com/ts/product/19/76/43/919c9b466b44b9c01bf5aee694fc0797.png', 'https://salt.tikicdn.com/ts/product/bd/9a/25/ed3040817f7dd206683bb83730d64f74.jpg', 'https://salt.tikicdn.com/ts/product/3a/7b/c1/94a8f5e851a40228b2bec1a557382f00.jpg']",rabbit,5.0,"GREENABC - THỨC ĂN BỔ SUNG DINH DƯỠNG DÀNH CHO CÁC LOẠI CÁ CẢNH NHỎ - HÀM LƯỢNG PROTEIN > 42%GREENABC là thức ăn bổ sung dinh dưỡng dành cho các loại CÁ CẢNH: cá 7 Màu, cá Cánh Buồm, cá Neon, cá M..."
DRY CAT FOOD FOR ALL AGES - WONDER CAT 1KG,248237,2022-12-31,2025-03-26,2028-12-29,120,food,"['https://salt.tikicdn.com/ts/product/cb/fb/91/a121d3cac34f0da788b8d55246560567.jpg', 'https://salt.tikicdn.com/ts/product/9c/45/81/edb7c17510bb35d6bbb375a284d231f9.jpg', 'https://salt.tikicdn.com/ts/product/ff/c6/12/886616c54e45b83343d353b8325773ff.jpg']",bird,8.0,"Thức Ăn Cho Chó Vị Thịt Bò Và Các Loại Rau Củ Pedigree Dạng Túi 1.5kg chứa nhiều chất dinh dưỡng như chất béo, vitamin… cùng sự thơm ngon của vị bò, sản phẩm chắc chắn sẽ khiến những chú chó cưng của ..."
Pedigree Beef and Vegetable Flavor Dog Treats in Bags (10kg),91515,2022-06-25,2024-01-17,2026-03-17,121,food,"['https://salt.tikicdn.com/ts/product/60/77/4f/fce59b124689a9c14eed633b03435125.jpg', 'https://salt.tikicdn.com/ts/product/c3/3c/0c/0db354fe6d9863f4593aa5ec7cb77f4b.jpg', 'https://salt.tikicdn.com/ts/product/1d/b2/04/664b05ec5f9422be6aac64e9a60d820c.jpg']",dog,8.5,"    Thức ăn cho mèo Bite Of Wild Cỏ Mèo, Gan Gà, Trứng Gà, Thịt Tươi Sấy Khô   LƯU Ý: Chúng mình sẽ đóng hàng rất cẩn thận, tuy nhiên vì độ giòn xốp cao nên sản phẩm trong lúc vận chuyển có thể sẽ..."
Royal Canin Mini Puppy Dog Food (800g),171695,2022-05-06,2025-03-03,2026-04-19,96,food,"['https://salt.tikicdn.com/ts/product/c2/d7/4e/2d9d50783367148bc73191e9167fecab.jpg', 'https://salt.tikicdn.com/ts/product/c4/27/50/f0ed5553dbf690287b4fadf7ee89aff2.jpg', 'https://salt.tikicdn.com/ts/product/a0/f3/25/35a8aada15575ca716a1bc8e1d0ac06d.jpg']",rabbit,2.5,"Gói Thức Ăn Ướt Whiskas Cho Mèo Trưởng Thành Từ 1 Tuổi Mèo từ 1-6 tuổi cần có nhiều thời gian vui chơi và chế độ ăn uống cân bằng để luôn giữ được vóc dáng cân đối, khỏe mạnh. Mèo là loài ăn thịt tron..."
DOGGYMAN DRIED CHICKEN PILLS SUPPLEMENT COLLAGEN AND LACTIC BACTERIA 140G - CHICKEN MEATBALL TREATS FOR DOG,-46403,2023-05-30,2025-09-26,2026-10-08,85,food,"['https://salt.tikicdn.com/ts/product/8c/6f/09/78a39ec95f5c3715fcf3575c77ec0cbc.png', 'https://salt.tikicdn.com/ts/product/09/8e/46/77e0897971dd47dda0562ba676a4b63f.jpg', 'https://salt.tikicdn.com/ts/product/52/c9/16/7f768a099531daf4ae04471da18065fd.png']",cate,0.5,Bánh Xương Chăm Sóc Răng Dành Cho Chó Nhỏ Pedigree-56g là dòng sản phẩm quen thuộc của các chủ nhà Việt Nam khi chọn sử dụng như một phần của thói quen chăm sóc răng miệng hàng ngày cho chó. Sản phẩm ...
Classic Pets Adult Dog Food Roast Beef Flavor (2kg),148924,2023-12-17,2025-11-09,2028-10-20,113,food,['https://salt.tikicdn.com/ts/product/3a/17/64/fcdff2ffa99ef2756dc5ea819df9440b.png'],cate,4.0,"Thức Ăn Cho Mèo Lớn Me-O Adult là sản phẩm dành cho thú cưng của bạn, chứa nhiều chất dinh dưỡng giúp cơ thể chuyển hóa nhanh chất dinh dưỡng đi nuôi cơ thể sẽ là một sản phẩm hữu ích toàn diện, ngoà..."
Whiskas Junior Kitten Food 2-12 MonthsSea Fish Flavor 450g/Bag,111412,2024-07-26,2024-12-31,2027-07-31,126,food,['https://salt.tikicdn.com/ts/product/41/41/c4/5329d5786a6e35ae7439218fc0f4dc46.jpg'],bird,0.5,"Thịt sấy khô, Topping Tổng Hợp cho chó mèo , Hỗ trợ chế độ ăn uống tăng cân cho bossChế độ GrainFree không hẳn là xa lạ với tất cả chúng ta nữa rồi nhỉ, GrainFree là chế độ ăn giống ngoài tự nhiên nh..."
"Small aquarium fish food: Neon, Sail, Molly, 7 colors, 3 tails, Guppy, Betta, Goldfish - Rich in Protein, Calcium, Lipid - 40g box",185381,2023-09-05,2025-06-23,2027-03-15,72,food,"['https://salt.tikicdn.com/ts/product/d2/ac/1d/d8f42ca0e7e3db494dfdb7376ffa7d05.png', 'https://salt.tikicdn.com/ts/product/2a/eb/30/ab457c1ec71633d77c626c83ad7dd58f.png', 'https://salt.tikicdn.com/ts/product/9f/a9/6d/987624a0678b7324cf87b93d657fcada.jpg']",cate,5.0,THÔNG TIN SẢN PHẨMLoại sản phẩm: Thức ăn hạt khô dành cho chóTên sản phẩm: Today's dinner All Stages DogNhà sản xuất: Jeil Feed CorporationDạng sản phẩm: Dạng viên hình tròn Màu sắc hạt: Màu nâuÁ...
"GREENABC Koi Fish Food - Koi Fish - 40% protein content helps increase size, color, good digestion, increase resistance - Box of 950g",180902,2022-03-11,2024-05-02,2026-08-05,139,food,"['https://salt.tikicdn.com/ts/product/6f/73/7e/cc4d3b8809bf7f2114ba17182b536667.png', 'https://salt.tikicdn.com/ts/product/96/09/ba/e17d9cd3dd76811a44e20ec1348ed033.jpg', 'https://salt.tikicdn.com/ts/product/17/28/55/86a51c5006d0401137a75cdbbc283ed5.jpg']",dog,0.5,"Giới thiệuCatsrang là nhãn hiệu thức ăn khô cho mèo đến từ Hàn Quốc, được chế biến từ các nguyên liệu đảm bảo cung cấp dinh dưỡng cho bé mèo của bạn.Thành phần chínhThịt gà xay nhỏ, cá xay nhỏ, gạo..."
[Set of 2] Whiskas Junior 2-12 Months Kitten Food Mackerel & Sea Fish Flavor (Mix Flavors) 1.1kg/Bag,84437,2024-01-30,2025-04-03,2028-04-20,128,food,"['https://salt.tikicdn.com/ts/product/53/db/07/0f7b0c553411df38708f53d5f4b82fa4.png', 'https://salt.tikicdn.com/ts/product/a9/49/95/37d41c371b045b07ee1d3d3b0052e366.jpg', 'https://salt.tikicdn.com/ts/product/c5/fd/18/0a3c71c7a4d3cd1be5a1afb318ae350a.jpg']",cate,5.0,LỢI ÍCHHệ tiêu hóa khỏe mạnhSự kết hợp độc đáo của các chất dinh dưỡng để hỗ trợ tiêu hóa với các protein tiêu hóa cao (LIP) và sự cân bằng đường ruột cùng với hệ dưỡng chất hỗ trợ phát triển hệ bài...
Viettin Mart White Bo Bo Seeds 500G,656909,2024-10-18,2025-06-24,2026-02-04,149,food,"['https://salt.tikicdn.com/ts/product/a6/4d/3a/ce60c75e6848c31098ce052565a483ab.jpg', 'https://salt.tikicdn.com/ts/product/54/2d/d8/720399f3091294913b291ad374444125.jpg', 'https://salt.tikicdn.com/ts/product/a6/89/1d/82180f3123f07e004a73ae5275723177.jpg']",dog,1.0,  Mèo nuôi trong nhà phải đối mặt với nhiều vấn đề về cân nặng và chứng nghẹn lông. Chế độ ăn của sản phẩm Nutrience Original Healthy Adult Indoor - Thức Ăn Cho Mèo Lông Dài sẽ thúc đẩy:   - Cơ bắp ...
Barley seeds are used as nutritious food for birds and parrots,90464,2023-04-30,2025-03-28,2027-04-10,151,food,['https://salt.tikicdn.com/ts/product/21/1b/a5/2a73e618613e3c571ff26b822c3ce700.jpg'],cate,9.0,"Để thú cưng như chú cún yêu của bạn cứng cáp và khoẻ mạnh bạn cần phải đảm bảo cho nó ăn, uống đầy đủ chất dinh dưỡng. Nhất là với thú cưng dưới 1 năm tuổi, bạn cần đặc biệt chú ý tới thành phần dinh ..."
"[Set of 2] Pedigree Adult 1+ Years Adult Dog Food with Chicken Flavor, Vegetables + Grains, Vegetables 1.5kg/Bag",226676,2024-02-17,2025-04-03,2026-03-16,99,food,['https://salt.tikicdn.com/ts/product/86/cf/57/ae0f461190cf6910494a4a92f8fb0777.png'],dog,2.5,THỨC ĂN CHO CHÓ Ganador adult Dạng hạt Vị gà nướng Túi 400g Thương hiệu từ PhápDành cho tất cả các giống Chó trưởng thành từ 12 tháng tuổi trở lênGanador là nhãn hiệu thức ăn cho chó cưng được sản x...
[ 1KG ] TODAY'S DINNER grain food for dogs of all ages,82485,2023-05-30,2024-07-11,2028-05-19,95,food,"['https://salt.tikicdn.com/ts/product/29/2b/32/314ae105221bfb33cfc898a69814b896.png', 'https://salt.tikicdn.com/ts/product/41/f9/2f/3bf3d7a3ad0ad3ad67e665e19eb0df21.png', 'https://salt.tikicdn.com/ts/product/5f/d7/42/2d37f2f09aff3b948eddaef02ee6561a.jpg']",cate,0.5,THỨC ĂN CHO CHÓ Ganador adult Dạng hạt Vị gà nướng Túi 400g Thương hiệu từ PhápDành cho tất cả các giống Chó trưởng thành từ 12 tháng tuổi trở lênGanador là nhãn hiệu thức ăn cho chó cưng được sản x...
Whiskas Big Cat Food Sea Fish Flavor 480g Bag,150633,2024-01-30,2025-05-05,2027-03-15,199,food,"['https://salt.tikicdn.com/ts/product/44/23/87/6f664076face56ffe68921cabed68532.jpg', 'https://salt.tikicdn.com/ts/product/69/6c/31/5996e96777d57cfbc956e7a1fa58de2f.jpg', 'https://salt.tikicdn.com/ts/product/13/de/3d/585da97218a2b24a84570445600290c8.jpg']",dog,0.5,GREENABC - THỨC ĂN RÙA NƯỚC - HÀM LƯỢNG PROTEIN > 37%GREENABC là thức ăn bổ dưỡng dành cho RÙA NƯỚC - TURTLE. Đặc biệt sản phẩm GREENABC được sản xuất theo phương pháp Áp dụng công nghệ PROTEIN B...
Pedigree Dentastix Small Dogs Dental Care 75g For Small Dogs and Adult Dogs over 1 year old,30155,2023-02-04,2025-07-30,2026-02-05,130,food,"['https://salt.tikicdn.com/ts/product/f9/10/b7/778b757162213dcd7beac3669e411631.jpg', 'https://salt.tikicdn.com/ts/product/7e/77/32/9f8f680b0df59cb457a40f98490d8146.jpg', 'https://salt.tikicdn.com/ts/product/97/02/8c/292c5b7471fb0285c494f66d30b6d608.jpg']",cate,8.5,"Pate Neeka Dinh Dưỡng Cao, Thơm Ngon, Nhiều Vị Dành Cho Mèo Mọi Lứa Tuổi 85g  Thông Tin Sản Phẩm Của Pate Neeka Cho Mèo: - Tên sản phẩm: Pate Neeka Cho Mèo - Thương hiệu: Neeka - Nơi sản xuất: Trung Q..."
Cowhide Calcium Bones for Dogs to Chew on Clean Teeth Helps Strengthen Teeth Dog Chews,285036,2023-01-23,2025-06-15,2028-03-11,121,food,"['https://salt.tikicdn.com/ts/product/6f/73/7e/cc4d3b8809bf7f2114ba17182b536667.png', 'https://salt.tikicdn.com/ts/product/96/09/ba/e17d9cd3dd76811a44e20ec1348ed033.jpg', 'https://salt.tikicdn.com/ts/product/17/28/55/86a51c5006d0401137a75cdbbc283ed5.jpg']",bird,0.5,"Thành phần:Thịt (gà, ức gà, collagen gà), bột mì, đạm đậu nành, đường, vụn bánh mì, dầu thực vật, lợi khuẩn lactic, glycerin, sorbitol, trehalose, kali sorbate, natri dehydroacetate, khoáng chất (nat..."
Royal Canin Indoor Cat Food 27 (2kg),190269,2024-05-11,2024-11-18,2028-05-19,143,food,['https://salt.tikicdn.com/ts/product/1d/ad/18/1064bd3d375112ba293f331327f6ea1c.jpg'],bird,6.0,"Thịt sấy khô, Topping Tổng Hợp cho chó mèo , Hỗ trợ chế độ ăn uống tăng cân cho bossChế độ GrainFree không hẳn là xa lạ với tất cả chúng ta nữa rồi nhỉ, GrainFree là chế độ ăn giống ngoài tự nhiên nh..."
COMBO OF 100 DELICIOUS BEEF SAUSAGES FOR DOGS AND CATS (15g x 100),744,2022-12-31,2024-11-05,2028-11-04,104,food,['https://salt.tikicdn.com/ts/product/db/33/3d/afb5ebc15cc979c297c8496ab59bd51c.jpg'],rabbit,0.5,Đồ Ăn Cho Chó Vị Thịt Bò Và Rau Củ Pedigree (3Kg) được chế biến từ các loại rau củ quả nhiều chất dinh dưỡng cùng với vị thịt bò thơm ngon sẽ đem lại sự thích thú cho chó cưng nhà bạn. Sản phẩm giúp ...
